case_id,family_id,domain,split,pattern,review_status,reviewer,decision,notes
clp-af48f5bdb03619959d73,data_ai_quality_contract,data_ai,holdout,temporary_constraint_active,pending,,,
clp-c7ca5283d03594af6baa,data_ai_quality_contract,data_ai,holdout,temporary_constraint_expired,pending,,,
clp-a39cffed462d1bb976f0,data_ai_quality_contract,data_ai,holdout,goal_current,pending,,,
clp-c25c7c94be7e7754518a,data_ai_quality_contract,data_ai,holdout,goal_superseded,pending,,,
clp-abc54f5275c19485b173,data_ai_quality_contract,data_ai,holdout,insufficient_evidence,pending,,,
clp-15e1f89e015904bef0d2,data_ai_quality_contract,data_ai,holdout,long_history_return,pending,,,
clp-c00dff393f044a2993ce,data_ai_quality_contract,data_ai,holdout,irrelevant_invariance,pending,,,
clp-dea0d525c2e245e0aa55,data_ai_quality_contract,data_ai,holdout,scope_invariance,pending,,,
clp-f6e303d9dd513021b188,data_ai_quality_contract,data_ai,holdout,future_invariance,pending,,,
clp-1416005ea9e608c5ecf5,data_ai_quality_contract,data_ai,holdout,source_retraction,pending,,,
clp-28fbc37de9be6e3de307,data_ai_quality_contract,data_ai,holdout,unknown_assistance_success,pending,,,
clp-79dade2076fbec47348b,data_ai_quality_contract,data_ai,holdout,explanation_ineffective,pending,,,
clp-1026cf8177a1db4bf8b0,data_ai_quality_contract,data_ai,holdout,environment_failure,pending,,,
clp-bba7f664a08a45cd0cc3,data_ai_quality_contract,data_ai,holdout,team_artifact,pending,,,
clp-d6c0bb6ca059204addea,data_ai_quality_contract,data_ai,holdout,current_input_override,pending,,,
clp-6053cbf815ef65658af6,data_ai_quality_contract,data_ai,holdout,unjustified_correct_result,pending,,,
clp-882d5479eae747d4535f,data_ai_stratified_drift,data_ai,holdout,assisted_success,pending,,,
clp-1c8e0b2a379143cda5ef,data_ai_stratified_drift,data_ai,holdout,independent_once,pending,,,
clp-8266bc0398646765b1ad,data_ai_stratified_drift,data_ai,holdout,repeated_original,pending,,,
clp-46b47e9fe004df434fd0,data_ai_stratified_drift,data_ai,holdout,novel_transfer_once,pending,,,
clp-9505b4ab0f42c998336d,data_ai_stratified_drift,data_ai,holdout,gap_unresolved,pending,,,
clp-e2da12e18445c4e539fe,data_ai_stratified_drift,data_ai,holdout,gap_followup_success,pending,,,
clp-d0c5c1642faccc9a2202,data_ai_stratified_drift,data_ai,holdout,temporary_constraint_active,pending,,,
clp-20b61d7739328c4af3fc,data_ai_stratified_drift,data_ai,holdout,temporary_constraint_expired,pending,,,
clp-27af2f78adedd076c718,data_ai_stratified_drift,data_ai,holdout,goal_current,pending,,,
clp-c45f5e3c37fb943f107c,data_ai_stratified_drift,data_ai,holdout,goal_superseded,pending,,,
clp-033fb1244c6a452082ce,data_ai_stratified_drift,data_ai,holdout,insufficient_evidence,pending,,,
clp-3ae33d1cc1e3a622f72e,data_ai_stratified_drift,data_ai,holdout,long_history_return,pending,,,
clp-df078849f6aa7c6a2fd1,data_ai_stratified_drift,data_ai,holdout,irrelevant_invariance,pending,,,
clp-fe163dc0a0cba524346e,data_ai_stratified_drift,data_ai,holdout,scope_invariance,pending,,,
clp-717b09aa976f1bd9d9d8,data_ai_stratified_drift,data_ai,holdout,future_invariance,pending,,,
clp-6c0e2ff9c4ca4a99536f,data_ai_stratified_drift,data_ai,holdout,source_retraction,pending,,,
clp-08d70f552c63cebe6f7c,data_ai_stratified_drift,data_ai,holdout,unknown_assistance_success,pending,,,
clp-98db0c79b5fbfff99f3f,data_ai_stratified_drift,data_ai,holdout,explanation_ineffective,pending,,,
clp-02833e9f83084d54d034,data_ai_stratified_drift,data_ai,holdout,environment_failure,pending,,,
clp-233caa05109f6cde2b55,data_ai_stratified_drift,data_ai,holdout,team_artifact,pending,,,
clp-6e177f2e3007a39d0047,data_ai_stratified_drift,data_ai,holdout,current_input_override,pending,,,
clp-a657dc96835cd873b155,data_ai_stratified_drift,data_ai,holdout,unjustified_correct_result,pending,,,
clp-911e999dc74c782689b7,data_ai_temporal_visibility,data_ai,development,assisted_success,pending,,,
clp-8ab260a9415071c002cb,data_ai_temporal_visibility,data_ai,development,independent_once,pending,,,
clp-654863659f650f8c8723,data_ai_temporal_visibility,data_ai,development,repeated_original,pending,,,
clp-7fd91fd5c9f8b25b6865,data_ai_temporal_visibility,data_ai,development,novel_transfer_once,pending,,,
clp-09edf3647b395b3061c2,data_ai_temporal_visibility,data_ai,development,gap_unresolved,pending,,,
clp-1c91a3e9132e4024a05c,data_ai_temporal_visibility,data_ai,development,gap_followup_success,pending,,,
clp-a485f95ed267a40bc24d,data_ai_temporal_visibility,data_ai,development,temporary_constraint_active,pending,,,
clp-4276d6e4ae77e353babb,data_ai_temporal_visibility,data_ai,development,temporary_constraint_expired,pending,,,
clp-10c09fa2758806c60184,data_ai_temporal_visibility,data_ai,development,goal_current,pending,,,
clp-85029b25f279dfdfbc42,data_ai_temporal_visibility,data_ai,development,goal_superseded,pending,,,
clp-35950a6ac8f0c7550fa2,data_ai_temporal_visibility,data_ai,development,insufficient_evidence,pending,,,
clp-2fd52d8aea645898f9a9,data_ai_temporal_visibility,data_ai,development,long_history_return,pending,,,
clp-e40c6599dea9cde8803d,data_ai_temporal_visibility,data_ai,development,irrelevant_invariance,pending,,,
clp-b3a6a0191043a53a9b57,data_ai_temporal_visibility,data_ai,development,scope_invariance,pending,,,
clp-4858fb77939355445374,data_ai_temporal_visibility,data_ai,development,future_invariance,pending,,,
clp-e3d97efb37ae34b20fa2,data_ai_temporal_visibility,data_ai,development,source_retraction,pending,,,
clp-34dd5db744d016a5a5e5,data_ai_temporal_visibility,data_ai,development,unknown_assistance_success,pending,,,
clp-6f742587c7e49d95e33a,data_ai_temporal_visibility,data_ai,development,explanation_ineffective,pending,,,
clp-2a144f6c72dc14ca1c66,data_ai_temporal_visibility,data_ai,development,environment_failure,pending,,,
clp-45c155c7f2f98985ef53,data_ai_temporal_visibility,data_ai,development,team_artifact,pending,,,
clp-eea5ee8642b00800436e,data_ai_temporal_visibility,data_ai,development,current_input_override,pending,,,
clp-09b4f9c7f1c1d1226101,data_ai_temporal_visibility,data_ai,development,unjustified_correct_result,pending,,,
clp-c60fb05b5351dfd98238,data_ai_threshold_constraints,data_ai,development,assisted_success,pending,,,
clp-252e7490becad139b809,data_ai_threshold_constraints,data_ai,development,independent_once,pending,,,
clp-c855d4d79954fddd77f5,data_ai_threshold_constraints,data_ai,development,repeated_original,pending,,,
clp-ec8b0d4538f7a009cec6,data_ai_threshold_constraints,data_ai,development,novel_transfer_once,pending,,,
clp-6ff6fe8b957e799e7a69,data_ai_threshold_constraints,data_ai,development,gap_unresolved,pending,,,
clp-1937a6e8cf072bca07f7,data_ai_threshold_constraints,data_ai,development,gap_followup_success,pending,,,
clp-4ae0041e9b02165ce2cc,data_ai_threshold_constraints,data_ai,development,temporary_constraint_active,pending,,,
clp-1b18e9525dc163810693,data_ai_threshold_constraints,data_ai,development,temporary_constraint_expired,pending,,,
clp-398c968e49c1f4dc2980,data_ai_threshold_constraints,data_ai,development,goal_current,pending,,,
clp-7379937d5ac9c1edb61a,data_ai_threshold_constraints,data_ai,development,goal_superseded,pending,,,
clp-3129599e6858bb098643,data_ai_threshold_constraints,data_ai,development,insufficient_evidence,pending,,,
clp-6880475de810721f32c3,data_ai_threshold_constraints,data_ai,development,long_history_return,pending,,,
clp-e306794e033e0c4d9806,data_ai_threshold_constraints,data_ai,development,irrelevant_invariance,pending,,,
clp-cb3ce0147528b1ce28eb,data_ai_threshold_constraints,data_ai,development,scope_invariance,pending,,,
clp-161e50d8bc2ea6b8599c,data_ai_threshold_constraints,data_ai,development,future_invariance,pending,,,
clp-0e2d43d1dadf57ff01ae,data_ai_threshold_constraints,data_ai,development,source_retraction,pending,,,
clp-80c95a04cbb1abc3948b,data_ai_threshold_constraints,data_ai,development,unknown_assistance_success,pending,,,
clp-96f5bac25f1cf27ae7c8,data_ai_threshold_constraints,data_ai,development,explanation_ineffective,pending,,,
clp-e8562835cd4ca10eec92,data_ai_threshold_constraints,data_ai,development,environment_failure,pending,,,
clp-84f1198be68960207a23,data_ai_threshold_constraints,data_ai,development,team_artifact,pending,,,
clp-b17721ab32f7dee58041,data_ai_threshold_constraints,data_ai,development,current_input_override,pending,,,
clp-d700181a57f076612ff3,data_ai_threshold_constraints,data_ai,development,unjustified_correct_result,pending,,,
clp-8faac3ada453f84fab58,databases_group_filter_aggregation,databases,development,assisted_success,pending,,,
clp-045d0c8730945b71bd16,databases_group_filter_aggregation,databases,development,independent_once,pending,,,
clp-844f7b211ecda5a5fd40,databases_group_filter_aggregation,databases,development,repeated_original,pending,,,
clp-4b1b525f791ac0d2699e,databases_group_filter_aggregation,databases,development,novel_transfer_once,pending,,,
clp-819c23f993aafae4d2ce,databases_group_filter_aggregation,databases,development,gap_unresolved,pending,,,
clp-2310dad1622510347680,databases_group_filter_aggregation,databases,development,gap_followup_success,pending,,,
clp-f101b68bae8699f5ff16,databases_group_filter_aggregation,databases,development,temporary_constraint_active,pending,,,
clp-77c044dcccdb3af0b8d8,databases_group_filter_aggregation,databases,development,temporary_constraint_expired,pending,,,
clp-67bb3e98d42b3c77d84f,databases_group_filter_aggregation,databases,development,goal_current,pending,,,
clp-9f816999bf2e03da8053,databases_group_filter_aggregation,databases,development,goal_superseded,pending,,,
clp-0d182fe9b5e716cac986,databases_group_filter_aggregation,databases,development,insufficient_evidence,pending,,,
clp-63287a80c0b0a829e475,databases_group_filter_aggregation,databases,development,long_history_return,pending,,,
clp-b0976f32059ede7638e3,databases_group_filter_aggregation,databases,development,irrelevant_invariance,pending,,,
clp-292de6e413cfde09ef01,databases_group_filter_aggregation,databases,development,scope_invariance,pending,,,
clp-df01f9fb8ae9b9bbb53c,databases_group_filter_aggregation,databases,development,future_invariance,pending,,,
clp-0bf832c605f6ac7d02eb,databases_group_filter_aggregation,databases,development,source_retraction,pending,,,
clp-2f4f36d4a14590bfa1fb,databases_group_filter_aggregation,databases,development,unknown_assistance_success,pending,,,
clp-a1fe9c55050e4ee02eed,databases_group_filter_aggregation,databases,development,explanation_ineffective,pending,,,
clp-cdd0e87f29c55dfc52bb,databases_group_filter_aggregation,databases,development,environment_failure,pending,,,
clp-3ee7bac81d9fe090da20,databases_group_filter_aggregation,databases,development,team_artifact,pending,,,
clp-d37c6f1a63035603a6ed,databases_group_filter_aggregation,databases,development,current_input_override,pending,,,
clp-f13afe162441be59966a,databases_group_filter_aggregation,databases,development,unjustified_correct_result,pending,,,
clp-28648b943f14700e172d,databases_left_join_cardinality,databases,validation,assisted_success,pending,,,
clp-b3f026dc714e80d64bcd,databases_left_join_cardinality,databases,validation,independent_once,pending,,,
clp-d7b6eb6b82e593b511b8,databases_left_join_cardinality,databases,validation,repeated_original,pending,,,
clp-3e0683daeaaf487417a2,databases_left_join_cardinality,databases,validation,novel_transfer_once,pending,,,
clp-ad2b6b6bfdeea9042c6a,databases_left_join_cardinality,databases,validation,gap_unresolved,pending,,,
clp-d97907319f6403d39257,databases_left_join_cardinality,databases,validation,gap_followup_success,pending,,,
clp-41a2ec32df1d79e04bb4,databases_left_join_cardinality,databases,validation,temporary_constraint_active,pending,,,
clp-a666dd8f3084d0d14f3b,databases_left_join_cardinality,databases,validation,temporary_constraint_expired,pending,,,
clp-0cd06bae5d0aa72ec488,databases_left_join_cardinality,databases,validation,goal_current,pending,,,
clp-176c3fd9f8a80492065d,databases_left_join_cardinality,databases,validation,goal_superseded,pending,,,
clp-1bb2271131e3b8153699,databases_left_join_cardinality,databases,validation,insufficient_evidence,pending,,,
clp-0153db9bb5b3c4e4f9f3,databases_left_join_cardinality,databases,validation,long_history_return,pending,,,
clp-1c1377e355bc4fb2bdf7,databases_left_join_cardinality,databases,validation,irrelevant_invariance,pending,,,
clp-5b3132b6c960b9d0353f,databases_left_join_cardinality,databases,validation,scope_invariance,pending,,,
clp-acdeaaf08aef415ade74,databases_left_join_cardinality,databases,validation,future_invariance,pending,,,
clp-78b3b21744c1fe6590ae,databases_left_join_cardinality,databases,validation,source_retraction,pending,,,
clp-92bbdbbf515972cffb5b,databases_left_join_cardinality,databases,validation,unknown_assistance_success,pending,,,
clp-fb95f9da0f25d1ed9dc4,databases_left_join_cardinality,databases,validation,explanation_ineffective,pending,,,
clp-28978f4ffaa8f1d467e5,databases_left_join_cardinality,databases,validation,environment_failure,pending,,,
clp-8241b50f605c7afe7071,databases_left_join_cardinality,databases,validation,team_artifact,pending,,,
clp-5a6cedf73ced7c47efde,databases_left_join_cardinality,databases,validation,current_input_override,pending,,,
clp-2395d1c4ca31d0646b18,databases_left_join_cardinality,databases,validation,unjustified_correct_result,pending,,,
clp-a76701de77e5eab6db36,databases_null_three_valued_logic,databases,development,assisted_success,pending,,,
clp-9f466c8a75fdabaf03d4,databases_null_three_valued_logic,databases,development,independent_once,pending,,,
clp-71f5fbdc1ff93829769e,databases_null_three_valued_logic,databases,development,repeated_original,pending,,,
clp-1053ce60244f4c30ef28,databases_null_three_valued_logic,databases,development,novel_transfer_once,pending,,,
clp-d8c668dafc299a71d943,databases_null_three_valued_logic,databases,development,gap_unresolved,pending,,,
clp-ab324893ec54649d5a9c,databases_null_three_valued_logic,databases,development,gap_followup_success,pending,,,
clp-0e35b94d1d0089eb41b5,databases_null_three_valued_logic,databases,development,temporary_constraint_active,pending,,,
clp-d800239c3dca499c5989,databases_null_three_valued_logic,databases,development,temporary_constraint_expired,pending,,,
clp-e4f305902e4b6d3224dd,databases_null_three_valued_logic,databases,development,goal_current,pending,,,
clp-b8c6200676deae205c5d,databases_null_three_valued_logic,databases,development,goal_superseded,pending,,,
clp-dad423c100da3f48317d,databases_null_three_valued_logic,databases,development,insufficient_evidence,pending,,,
clp-b72bab80dccc7c010bfc,databases_null_three_valued_logic,databases,development,long_history_return,pending,,,
clp-f4ded0428d2718163ef6,databases_null_three_valued_logic,databases,development,irrelevant_invariance,pending,,,
clp-dad3847e5c53b506e326,databases_null_three_valued_logic,databases,development,scope_invariance,pending,,,
clp-d6b27fc698c572c92615,databases_null_three_valued_logic,databases,development,future_invariance,pending,,,
clp-ea16a00ef528620b95a7,databases_null_three_valued_logic,databases,development,source_retraction,pending,,,
clp-28d51e9567e2d7a41b47,databases_null_three_valued_logic,databases,development,unknown_assistance_success,pending,,,
clp-0d7f8487577a2f275c0f,databases_null_three_valued_logic,databases,development,explanation_ineffective,pending,,,
clp-f2df3696756a298ff9e3,databases_null_three_valued_logic,databases,development,environment_failure,pending,,,
clp-d2b6248421db37a5e2d0,databases_null_three_valued_logic,databases,development,team_artifact,pending,,,
clp-4a3d34209192ebf0b207,databases_null_three_valued_logic,databases,development,current_input_override,pending,,,
clp-86f1e240b9fd69a4d66b,databases_null_three_valued_logic,databases,development,unjustified_correct_result,pending,,,
clp-ca168c2394cdf2cb3919,databases_recursive_reachability,databases,holdout,assisted_success,pending,,,
clp-f222833cc1645a3ffbc5,databases_recursive_reachability,databases,holdout,independent_once,pending,,,
clp-6958eaf36384919f0f21,databases_recursive_reachability,databases,holdout,repeated_original,pending,,,
clp-88ce707426cecc60b193,databases_recursive_reachability,databases,holdout,novel_transfer_once,pending,,,
clp-4c7a91b6e29253a73a5f,databases_recursive_reachability,databases,holdout,gap_unresolved,pending,,,
clp-9092f93f8cdea464d29c,databases_recursive_reachability,databases,holdout,gap_followup_success,pending,,,
clp-f9f821464107b403ed05,databases_recursive_reachability,databases,holdout,temporary_constraint_active,pending,,,
clp-b6f82217636c4768626a,databases_recursive_reachability,databases,holdout,temporary_constraint_expired,pending,,,
clp-f4ea157a094c527efd46,databases_recursive_reachability,databases,holdout,goal_current,pending,,,
clp-eab2e1b10165c825ae2f,databases_recursive_reachability,databases,holdout,goal_superseded,pending,,,
clp-0bd33211261bbb0e6a3d,databases_recursive_reachability,databases,holdout,insufficient_evidence,pending,,,
clp-e17c0257eae34e161356,databases_recursive_reachability,databases,holdout,long_history_return,pending,,,
clp-96cd7a9321de94f9384b,databases_recursive_reachability,databases,holdout,irrelevant_invariance,pending,,,
clp-827e5a3a29bc7417f2c2,databases_recursive_reachability,databases,holdout,scope_invariance,pending,,,
clp-a10c34cd8d0ee8ff5526,databases_recursive_reachability,databases,holdout,future_invariance,pending,,,
clp-523055d629c137b4d0e3,databases_recursive_reachability,databases,holdout,source_retraction,pending,,,
clp-9e2f30628a9b92704a3c,databases_recursive_reachability,databases,holdout,unknown_assistance_success,pending,,,
clp-ea9ea38994910173e490,databases_recursive_reachability,databases,holdout,explanation_ineffective,pending,,,
clp-0c196fa56db17ac1fdf0,databases_recursive_reachability,databases,holdout,environment_failure,pending,,,
clp-dc4b95306a33be28e0ab,databases_recursive_reachability,databases,holdout,team_artifact,pending,,,
clp-25c8c113c9d340328da6,databases_recursive_reachability,databases,holdout,current_input_override,pending,,,
clp-06b9a0abc6a97b14c612,databases_recursive_reachability,databases,holdout,unjustified_correct_result,pending,,,
clp-f4863588fdd7cbac623d,databases_relational_division,databases,development,assisted_success,pending,,,
clp-2106f5c854b42e017ddb,databases_relational_division,databases,development,independent_once,pending,,,
clp-7eeb87515db9afdd56e9,databases_relational_division,databases,development,repeated_original,pending,,,
clp-7d742607a7d107c4a33f,databases_relational_division,databases,development,novel_transfer_once,pending,,,
clp-cb6c094c5fc0447d1bbb,databases_relational_division,databases,development,gap_unresolved,pending,,,
clp-cd9a21017d934bf6ef2f,databases_relational_division,databases,development,gap_followup_success,pending,,,
clp-232e63d4c1f9abebb070,databases_relational_division,databases,development,temporary_constraint_active,pending,,,
clp-810fb93528a9acb054f5,databases_relational_division,databases,development,temporary_constraint_expired,pending,,,
clp-fdbc2dbfe34b03164513,databases_relational_division,databases,development,goal_current,pending,,,
clp-34297eb2bee7e6d069d0,databases_relational_division,databases,development,goal_superseded,pending,,,
clp-6265fd05ba028774f0c0,databases_relational_division,databases,development,insufficient_evidence,pending,,,
clp-57f66ce37cc3459e3a6c,databases_relational_division,databases,development,long_history_return,pending,,,
clp-0b754017187ec3236ee6,databases_relational_division,databases,development,irrelevant_invariance,pending,,,
clp-2130d32d419fb770157f,databases_relational_division,databases,development,scope_invariance,pending,,,
clp-073dfe6c20eb34c7092b,databases_relational_division,databases,development,future_invariance,pending,,,
clp-510356039b2256991b9e,databases_relational_division,databases,development,source_retraction,pending,,,
clp-55e992951477f2747f9f,databases_relational_division,databases,development,unknown_assistance_success,pending,,,
clp-8460855bb035e0e91db0,databases_relational_division,databases,development,explanation_ineffective,pending,,,
clp-aec3e9e9926f1ce490d4,databases_relational_division,databases,development,environment_failure,pending,,,
clp-3acd35803fe449718bf0,databases_relational_division,databases,development,team_artifact,pending,,,
clp-d881e509ccb9ed83e127,databases_relational_division,databases,development,current_input_override,pending,,,
clp-72b2f7d8fc885053577c,databases_relational_division,databases,development,unjustified_correct_result,pending,,,
clp-21b6d935db17c5d43aa3,databases_transaction_savepoints,databases,development,assisted_success,pending,,,
clp-2be2460722b72c5dcb86,databases_transaction_savepoints,databases,development,independent_once,pending,,,
clp-4986ac2d55d1d92457fe,databases_transaction_savepoints,databases,development,repeated_original,pending,,,
clp-7adc644d6dff06812837,databases_transaction_savepoints,databases,development,novel_transfer_once,pending,,,
clp-ba6853a5b0b89df5544a,databases_transaction_savepoints,databases,development,gap_unresolved,pending,,,
clp-56be3451f39bfe821323,databases_transaction_savepoints,databases,development,gap_followup_success,pending,,,
clp-208affd68e1844ea22a1,databases_transaction_savepoints,databases,development,temporary_constraint_active,pending,,,
clp-7b0b6597891a5fefc46f,databases_transaction_savepoints,databases,development,temporary_constraint_expired,pending,,,
clp-6779f94f6c9497dbfcb0,databases_transaction_savepoints,databases,development,goal_current,pending,,,
clp-47466e8be2fd5ea73a41,databases_transaction_savepoints,databases,development,goal_superseded,pending,,,
clp-6549b7c44647d2939f62,databases_transaction_savepoints,databases,development,insufficient_evidence,pending,,,
clp-f73ef6381f5f8e39c8c9,databases_transaction_savepoints,databases,development,long_history_return,pending,,,
clp-2bfbd1ad92f0dcbc2d24,databases_transaction_savepoints,databases,development,irrelevant_invariance,pending,,,
clp-5857b64c48cf788339e5,databases_transaction_savepoints,databases,development,scope_invariance,pending,,,
clp-673cacaaf39696279460,databases_transaction_savepoints,databases,development,future_invariance,pending,,,
clp-765d987647edce053a61,databases_transaction_savepoints,databases,development,source_retraction,pending,,,
clp-21f4e8bdf7fa771abc73,databases_transaction_savepoints,databases,development,unknown_assistance_success,pending,,,
clp-0783ffba3c32d3c4f2a9,databases_transaction_savepoints,databases,development,explanation_ineffective,pending,,,
clp-8c19f0a8b1e39841ba12,databases_transaction_savepoints,databases,development,environment_failure,pending,,,
clp-fb91a1b9a73bdf9f3ecf,databases_transaction_savepoints,databases,development,team_artifact,pending,,,
clp-cc36f0152facd61bfc67,databases_transaction_savepoints,databases,development,current_input_override,pending,,,
clp-f046ed17b4e6a2a9493f,databases_transaction_savepoints,databases,development,unjustified_correct_result,pending,,,
clp-6bd50cf39e8938bdd49e,databases_unique_constraints_upsert,databases,holdout,assisted_success,pending,,,
clp-2d94cdf09c24c2ebe058,databases_unique_constraints_upsert,databases,holdout,independent_once,pending,,,
clp-2c2ed8efdf7e26fc1f55,databases_unique_constraints_upsert,databases,holdout,repeated_original,pending,,,
clp-37cb662b48ad2e963beb,databases_unique_constraints_upsert,databases,holdout,novel_transfer_once,pending,,,
clp-0a0921bdcbba3ed40cd0,databases_unique_constraints_upsert,databases,holdout,gap_unresolved,pending,,,
clp-f98d8c1b4c44d48398db,databases_unique_constraints_upsert,databases,holdout,gap_followup_success,pending,,,
clp-9b214689c27f5498bfc5,databases_unique_constraints_upsert,databases,holdout,temporary_constraint_active,pending,,,
clp-17e4d62f753ebd5a94a6,databases_unique_constraints_upsert,databases,holdout,temporary_constraint_expired,pending,,,
clp-d34a31c63f7ecf32fe76,databases_unique_constraints_upsert,databases,holdout,goal_current,pending,,,
clp-95dae21e3b12ccfff79f,databases_unique_constraints_upsert,databases,holdout,goal_superseded,pending,,,
clp-c8665d48a2500c306ce4,databases_unique_constraints_upsert,databases,holdout,insufficient_evidence,pending,,,
clp-0e384ab5554cc98af449,databases_unique_constraints_upsert,databases,holdout,long_history_return,pending,,,
clp-e9608362755b28bf39c3,databases_unique_constraints_upsert,databases,holdout,irrelevant_invariance,pending,,,
clp-99b7be3b30af437fefd6,databases_unique_constraints_upsert,databases,holdout,scope_invariance,pending,,,
clp-2f71e688ee7ae5f9c921,databases_unique_constraints_upsert,databases,holdout,future_invariance,pending,,,
clp-11893bf4f1da9bc86d6f,databases_unique_constraints_upsert,databases,holdout,source_retraction,pending,,,
clp-6e8cf7343f0d0dcf6409,databases_unique_constraints_upsert,databases,holdout,unknown_assistance_success,pending,,,
clp-4a7ba14607972a178a16,databases_unique_constraints_upsert,databases,holdout,explanation_ineffective,pending,,,
clp-f2d0f1d0ffb273dfdeaf,databases_unique_constraints_upsert,databases,holdout,environment_failure,pending,,,
clp-b966993f445926a03ff9,databases_unique_constraints_upsert,databases,holdout,team_artifact,pending,,,
clp-cf928bda070e9f1bf644,databases_unique_constraints_upsert,databases,holdout,current_input_override,pending,,,
clp-b64979693aa00a5fde7a,databases_unique_constraints_upsert,databases,holdout,unjustified_correct_result,pending,,,
clp-075028c9385ee3db860f,databases_window_peer_semantics,databases,development,assisted_success,pending,,,
clp-6ff92018258d229c1a36,databases_window_peer_semantics,databases,development,independent_once,pending,,,
clp-60644e5aa467c37f10a9,databases_window_peer_semantics,databases,development,repeated_original,pending,,,
clp-28daecb5814f030d8266,databases_window_peer_semantics,databases,development,novel_transfer_once,pending,,,
clp-ff1291a3c2a76459ab43,databases_window_peer_semantics,databases,development,gap_unresolved,pending,,,
clp-45f21677281134d2e342,databases_window_peer_semantics,databases,development,gap_followup_success,pending,,,
clp-a1b751941be3a0b8805d,databases_window_peer_semantics,databases,development,temporary_constraint_active,pending,,,
clp-192ca1245a3d8bfdc375,databases_window_peer_semantics,databases,development,temporary_constraint_expired,pending,,,
clp-c139da4aaf016269c11c,databases_window_peer_semantics,databases,development,goal_current,pending,,,
clp-88a9f7301a3f70c41628,databases_window_peer_semantics,databases,development,goal_superseded,pending,,,
clp-2cd5a335416d0a53b661,databases_window_peer_semantics,databases,development,insufficient_evidence,pending,,,
clp-e002b9d22fa6b8d9a475,databases_window_peer_semantics,databases,development,long_history_return,pending,,,
clp-a0697255632affa2632a,databases_window_peer_semantics,databases,development,irrelevant_invariance,pending,,,
clp-2043eee3163bf67d14ef,databases_window_peer_semantics,databases,development,scope_invariance,pending,,,
clp-5fcf5745f1e99ad3590c,databases_window_peer_semantics,databases,development,future_invariance,pending,,,
clp-58662dac6c97bcff6227,databases_window_peer_semantics,databases,development,source_retraction,pending,,,
clp-625b0f6265d8e46b6f7b,databases_window_peer_semantics,databases,development,unknown_assistance_success,pending,,,
clp-2ff7862f75d2500056ba,databases_window_peer_semantics,databases,development,explanation_ineffective,pending,,,
clp-fd12dbc55edddeb9297f,databases_window_peer_semantics,databases,development,environment_failure,pending,,,
clp-55e52a0ce597db87d28e,databases_window_peer_semantics,databases,development,team_artifact,pending,,,
clp-c44d448b262286d2fb5c,databases_window_peer_semantics,databases,development,current_input_override,pending,,,
clp-969152f5b8b1eca40a94,databases_window_peer_semantics,databases,development,unjustified_correct_result,pending,,,
clp-d32104f63bfbf2d33c98,frontend_async_search_race,frontend,development,assisted_success,pending,,,
clp-3fa35398dc5b5a0f6b71,frontend_async_search_race,frontend,development,independent_once,pending,,,
clp-562fdf43fec82f0d7753,frontend_async_search_race,frontend,development,repeated_original,pending,,,
clp-7b6b1f9671524edd53fd,frontend_async_search_race,frontend,development,novel_transfer_once,pending,,,
clp-fcf6608f969c87075fcd,frontend_async_search_race,frontend,development,gap_unresolved,pending,,,
clp-3425d27eb96596a10f99,frontend_async_search_race,frontend,development,gap_followup_success,pending,,,
clp-ca3203a663d03babf085,frontend_async_search_race,frontend,development,temporary_constraint_active,pending,,,
clp-42ddaa4ad1fca5939690,frontend_async_search_race,frontend,development,temporary_constraint_expired,pending,,,
clp-b4ced97b27634f2b22bd,frontend_async_search_race,frontend,development,goal_current,pending,,,
clp-300c11b7fb629f1fdf02,frontend_async_search_race,frontend,development,goal_superseded,pending,,,
clp-65ba0cec26221b4c874f,frontend_async_search_race,frontend,development,insufficient_evidence,pending,,,
clp-332e1166147c5713cc1f,frontend_async_search_race,frontend,development,long_history_return,pending,,,
clp-2aaefa3eecaf7480d64c,frontend_async_search_race,frontend,development,irrelevant_invariance,pending,,,
clp-76eb749b9e0c8f2838bf,frontend_async_search_race,frontend,development,scope_invariance,pending,,,
clp-76b6a2787abddcea5152,frontend_async_search_race,frontend,development,future_invariance,pending,,,
clp-0214fb1f8a26988263cb,frontend_async_search_race,frontend,development,source_retraction,pending,,,
clp-6ccbae9de46bc9674519,frontend_async_search_race,frontend,development,unknown_assistance_success,pending,,,
clp-2b4323d9b8f24a6bbc2d,frontend_async_search_race,frontend,development,explanation_ineffective,pending,,,
clp-b856bab61793d425778f,frontend_async_search_race,frontend,development,environment_failure,pending,,,
clp-1ff7fe7051eaf8414878,frontend_async_search_race,frontend,development,team_artifact,pending,,,
clp-c468da0423a0b97973c6,frontend_async_search_race,frontend,development,current_input_override,pending,,,
clp-cded682d5b16dd63a6f0,frontend_async_search_race,frontend,development,unjustified_correct_result,pending,,,
clp-1fde90f9831759e21d2f,frontend_batched_state_updates,frontend,development,assisted_success,pending,,,
clp-e8d1ddb3be6f6f8a7249,frontend_batched_state_updates,frontend,development,independent_once,pending,,,
clp-5ab408317b11b41e44fa,frontend_batched_state_updates,frontend,development,repeated_original,pending,,,
clp-4ebfd27fdc83d2115062,frontend_batched_state_updates,frontend,development,novel_transfer_once,pending,,,
